order_date,year,month,product_code,product_type,revenue,products
2018-04-19,2018,April,Prod169,"Own Brand",303374,243
2018-04-27,2018,April,Prod172,"Own Brand",796,3
2018-04-12,2018,April,Prod174,"Distribution",347,1
2018-04-12,2018,April,Prod176,"Distribution",17666,20
2018-04-19,2018,April,Prod178,"Own Brand",182287,138
2018-04-17,2018,April,Prod184,"Own Brand",866,2
2018-04-04,2018,April,Prod187,"Own Brand",381108,207
2018-04-12,2018,April,Prod193,"Own Brand",31625,47
2018-04-24,2018,April,Prod195,"Own Brand",17384,60
2018-04-05,2018,April,Prod204,"Distribution",42273,40
2018-04-09,2018,April,Prod205,"Distribution",3268,4
2018-04-03,2018,April,Prod206,"Distribution",188723,165
2018-04-16,2018,April,Prod207,"Distribution",8550,11
2018-04-09,2018,April,Prod208,"Own Brand",4480,25
2018-04-09,2018,April,Prod209,"Own Brand",222444,545
2018-04-09,2018,April,Prod210,"Own Brand",93356,103
2018-04-26,2018,April,Prod212,"Own Brand",182546,187
2018-04-23,2018,April,Prod213,"Own Brand",103599,356
2018-04-20,2018,April,Prod214,"Own Brand",260277,205
2018-04-13,2018,April,Prod215,"Own Brand",310516,244
2018-04-23,2018,April,Prod216,"Own Brand",160195,338
2018-04-03,2018,April,Prod218,"Distribution",8723,44
2018-04-03,2018,April,Prod219,"Distribution",978,3
2018-04-03,2018,April,Prod220,"Distribution",214435,274
2018-04-03,2018,April,Prod221,"Distribution",123069,320
2018-04-19,2018,April,Prod230,"Own Brand",264,1
2018-04-09,2018,April,Prod232,"Own Brand",273981,3467
2018-04-16,2018,April,Prod236,"Distribution",280043,3574
2018-04-13,2018,April,Prod238,"Own Brand",31433,509
2018-04-04,2018,April,Prod239,"Own Brand",592878,9402
2018-04-05,2018,April,Prod241,"Own Brand",93570,1228
2018-04-03,2018,April,Prod242,"Own Brand",24524,223
2018-04-04,2018,April,Prod245,"Own Brand",617750,5267
2018-04-19,2018,April,Prod246,"Own Brand",148994,1326
2018-04-30,2018,April,Prod248,"Distribution",851,8
2018-04-09,2018,April,Prod249,"Distribution",13334,112
2018-04-03,2018,April,Prod250,"Distribution",13475,146
2018-04-03,2018,April,Prod251,"Distribution",67078,668
2018-04-13,2018,April,Prod252,"Distribution",222486,1196
2018-04-24,2018,April,Prod253,"Own Brand",6843,149
2018-04-25,2018,April,Prod254,"Own Brand",41024,348
2018-04-24,2018,April,Prod255,"Own Brand",71482,477
2018-04-16,2018,April,Prod258,"Own Brand",22083,162
2018-04-23,2018,April,Prod259,"Own Brand",380,3
2018-04-27,2018,April,Prod260,"Own Brand",106413,1242
2018-04-16,2018,April,Prod261,"Own Brand",245973,561
2018-04-04,2018,April,Prod263,"Distribution",9758,61
2018-04-05,2018,April,Prod264,"Distribution",5048,34
2018-04-05,2018,April,Prod265,"Distribution",20767,56
2018-04-17,2018,April,Prod267,"Distribution",87162,135
2018-04-05,2018,April,Prod268,"Own Brand",14986,22
2018-04-17,2018,April,Prod269,"Own Brand",24367,80
2018-04-06,2018,April,Prod270,"Own Brand",17305,66
2018-04-03,2018,April,Prod271,"Own Brand",74830,209
2018-04-05,2018,April,Prod272,"Own Brand",819,3
2018-04-26,2018,April,Prod273,"Own Brand",6489,40
2018-04-27,2018,April,Prod274,"Own Brand",10572,24
2018-04-03,2018,April,Prod275,"Own Brand",18955,55
2018-04-16,2018,April,Prod276,"Own Brand",8140,30
2018-04-16,2018,April,Prod278,"Distribution",15566,56
2018-04-16,2018,April,Prod279,"Distribution",15277,49
2018-08-03,2018,August,Prod005,"Own Brand",3565,7
2018-08-03,2018,August,Prod011,"Own Brand",1593,1
2018-08-01,2018,August,Prod016,"Own Brand",101838,65
2018-08-29,2018,August,Prod018,"Own Brand",459163,181
2018-08-21,2018,August,Prod024,"Distribution",121620,45
2018-08-03,2018,August,Prod025,"Distribution",79699,22
2018-08-07,2018,August,Prod033,"Distribution",119130,101
2018-08-20,2018,August,Prod039,"Own Brand",1245,1
2018-08-04,2018,August,Prod040,"Own Brand",1040586,886
2018-08-22,2018,August,Prod042,"Own Brand",3598,4
2018-08-01,2018,August,Prod043,"Own Brand",14897,26
2018-08-03,2018,August,Prod046,"Own Brand",5441,4
2018-08-08,2018,August,Prod049,"Own Brand",358419,312
2018-08-07,2018,August,Prod051,"Own Brand",51602,40
2018-08-14,2018,August,Prod052,"Own Brand",53425,32
2018-08-23,2018,August,Prod053,"Own Brand",850865,3519
2018-08-13,2018,August,Prod057,"Own Brand",578529,1018
2018-08-02,2018,August,Prod060,"Own Brand",771237,1728
2018-08-13,2018,August,Prod062,"Own Brand",90720,193
2018-08-07,2018,August,Prod063,"Own Brand",395,5
2018-08-01,2018,August,Prod065,"Own Brand",577094,2518
2018-08-30,2018,August,Prod085,"Own Brand",12963,2667
2018-08-17,2018,August,Prod088,"Own Brand",6444,200
2018-08-03,2018,August,Prod089,"Own Brand",18139,299
2018-08-17,2018,August,Prod090,"Own Brand",384284,8501
2018-08-20,2018,August,Prod091,"Own Brand",5065,82
2018-08-28,2018,August,Prod092,"Own Brand",3681,100
2018-08-14,2018,August,Prod093,"Own Brand",13351,67
2018-08-13,2018,August,Prod094,"Own Brand",79,1
2018-08-28,2018,August,Prod096,"Own Brand",3306,183
2018-08-09,2018,August,Prod098,"Own Brand",57299,428
2018-08-27,2018,August,Prod099,"Own Brand",66663,152
2018-08-04,2018,August,Prod102,"Own Brand",410096,380
2018-08-01,2018,August,Prod103,"Own Brand",23360,19
2018-08-09,2018,August,Prod104,"Own Brand",153,1
2018-08-01,2018,August,Prod105,"Own Brand",2719,10
2018-08-07,2018,August,Prod106,"Own Brand",260915,238
2018-08-09,2018,August,Prod110,"Distribution",108871,78
2018-08-10,2018,August,Prod113,"Distribution",251051,814
2018-08-09,2018,August,Prod114,"Distribution",39029,146
2018-08-06,2018,August,Prod116,"Distribution",62078,209
2018-08-01,2018,August,Prod117,"Distribution",373890,1758
2018-08-23,2018,August,Prod118,"Distribution",29046,115
2018-08-06,2018,August,Prod119,"Distribution",37212,240
2018-08-03,2018,August,Prod122,"Own Brand",58529,299
2018-08-02,2018,August,Prod123,"Own Brand",311124,777
2018-08-24,2018,August,Prod126,"Own Brand",67686,299
2018-08-10,2018,August,Prod128,"Distribution",28807,39
2018-08-17,2018,August,Prod129,"Distribution",399589,1024
2018-08-03,2018,August,Prod133,"Own Brand",451317,585
2018-08-02,2018,August,Prod134,"Own Brand",58585,176
2018-08-07,2018,August,Prod135,"Own Brand",39123,219
2018-08-14,2018,August,Prod136,"Own Brand",4565,28
2018-08-06,2018,August,Prod137,"Own Brand",24264,85
2018-08-28,2018,August,Prod138,"Own Brand",1042,5
2018-08-03,2018,August,Prod139,"Own Brand",5691,30
2018-08-13,2018,August,Prod140,"Own Brand",25078,149
2018-08-01,2018,August,Prod148,"Own Brand",583,2
2018-08-10,2018,August,Prod149,"Own Brand",2328,6
2018-08-01,2018,August,Prod152,"Own Brand",10291,13
2018-08-29,2018,August,Prod156,"Own Brand",611,1
2018-08-23,2018,August,Prod157,"Own Brand",11083,20
2018-08-15,2018,August,Prod158,"Distribution",56760,53
2018-08-03,2018,August,Prod159,"Distribution",835803,702
2018-08-23,2018,August,Prod160,"Distribution",69894,62
2018-08-28,2018,August,Prod161,"Distribution",50909,48
2018-08-28,2018,August,Prod162,"Distribution",37523,169
2018-08-14,2018,August,Prod164,"Own Brand",541,2
2018-08-13,2018,August,Prod166,"Own Brand",295281,357
2018-08-01,2018,August,Prod167,"Own Brand",490138,483
2018-08-17,2018,August,Prod169,"Own Brand",7801,5
2018-08-02,2018,August,Prod170,"Own Brand",10189,38
2018-08-02,2018,August,Prod172,"Own Brand",4838,6
2018-08-15,2018,August,Prod174,"Distribution",13787,46
2018-08-03,2018,August,Prod176,"Distribution",19296,22
2018-08-17,2018,August,Prod178,"Own Brand",130,1
2018-08-04,2018,August,Prod187,"Own Brand",149295,104
2018-08-29,2018,August,Prod192,"Distribution",157,1
2018-08-03,2018,August,Prod193,"Own Brand",1462,4
2018-08-16,2018,August,Prod195,"Own Brand",1931,7
2018-08-29,2018,August,Prod199,"Own Brand",21606,70
2018-08-10,2018,August,Prod204,"Distribution",50801,50
2018-08-06,2018,August,Prod205,"Distribution",3602,3
2018-08-03,2018,August,Prod206,"Distribution",186149,165
2018-08-03,2018,August,Prod207,"Distribution",5213,7
2018-08-24,2018,August,Prod208,"Own Brand",4538,23
2018-08-04,2018,August,Prod209,"Own Brand",326860,785
2018-08-03,2018,August,Prod210,"Own Brand",250770,257
2018-08-04,2018,August,Prod212,"Own Brand",273472,276
2018-08-03,2018,August,Prod213,"Own Brand",100571,351
2018-08-14,2018,August,Prod214,"Own Brand",385450,298
2018-08-07,2018,August,Prod215,"Own Brand",305767,236
2018-08-14,2018,August,Prod216,"Own Brand",160492,337
2018-08-14,2018,August,Prod217,"Own Brand",662,8
2018-08-06,2018,August,Prod218,"Distribution",5801,33
2018-08-24,2018,August,Prod219,"Distribution",807,5
2018-08-03,2018,August,Prod220,"Distribution",107717,139
2018-08-24,2018,August,Prod221,"Distribution",81477,210
2018-08-27,2018,August,Prod232,"Own Brand",179803,2488
2018-08-06,2018,August,Prod236,"Distribution",211656,2712
2018-08-06,2018,August,Prod238,"Own Brand",33825,565
2018-08-14,2018,August,Prod239,"Own Brand",821192,12391
2018-08-09,2018,August,Prod241,"Own Brand",76811,973
2018-08-01,2018,August,Prod242,"Own Brand",9775,105
2018-08-01,2018,August,Prod245,"Own Brand",763262,5600
2018-08-23,2018,August,Prod246,"Own Brand",168981,1241
2018-08-14,2018,August,Prod249,"Distribution",31494,290
2018-08-13,2018,August,Prod250,"Distribution",43516,630
2018-08-07,2018,August,Prod251,"Distribution",64771,670
2018-08-03,2018,August,Prod252,"Distribution",296196,1545
2018-08-17,2018,August,Prod253,"Own Brand",6843,149
2018-08-03,2018,August,Prod254,"Own Brand",56363,449
2018-08-20,2018,August,Prod255,"Own Brand",78570,462
2018-08-01,2018,August,Prod257,"Own Brand",29130,323
2018-08-01,2018,August,Prod258,"Own Brand",65388,480
2018-08-14,2018,August,Prod259,"Own Brand",1273,11
2018-08-20,2018,August,Prod260,"Own Brand",143544,1622
2018-08-22,2018,August,Prod261,"Own Brand",474497,1949
2018-08-06,2018,August,Prod263,"Distribution",16236,111
2018-08-09,2018,August,Prod264,"Distribution",7687,52
2018-08-24,2018,August,Prod265,"Distribution",35699,91
2018-08-02,2018,August,Prod267,"Distribution",91108,150
2018-08-09,2018,August,Prod268,"Own Brand",13218,17
2018-08-09,2018,August,Prod269,"Own Brand",33451,101
2018-08-09,2018,August,Prod270,"Own Brand",27663,96
2018-08-14,2018,August,Prod271,"Own Brand",89309,274
2018-08-17,2018,August,Prod272,"Own Brand",9722,26
2018-08-04,2018,August,Prod273,"Own Brand",14609,82
2018-08-03,2018,August,Prod274,"Own Brand",5873,21
2018-08-29,2018,August,Prod275,"Own Brand",28252,60
2018-08-30,2018,August,Prod276,"Own Brand",7934,37
2018-08-08,2018,August,Prod277,"Own Brand",1403,7
2018-08-20,2018,August,Prod278,"Distribution",17890,53
2018-08-02,2018,August,Prod279,"Distribution",30939,90
2018-12-07,2018,December,Prod005,"Own Brand",314,2
2018-12-07,2018,December,Prod011,"Own Brand",1542,3
2018-12-03,2018,December,Prod018,"Own Brand",1027960,471
2018-12-26,2018,December,Prod024,"Distribution",44333,44
2018-12-14,2018,December,Prod025,"Distribution",89904,27
2018-12-03,2018,December,Prod040,"Own Brand",472050,250
2018-12-06,2018,December,Prod042,"Own Brand",5653,8
2018-12-13,2018,December,Prod043,"Own Brand",86533,82
2018-12-18,2018,December,Prod044,"Own Brand",1586291,845
2018-12-20,2018,December,Prod045,"Own Brand",18792,10
2018-12-27,2018,December,Prod046,"Own Brand",431,1
2018-12-21,2018,December,Prod048,"Own Brand",1028,1
2018-12-13,2018,December,Prod049,"Own Brand",270860,254
2018-12-04,2018,December,Prod051,"Own Brand",134579,131
2018-12-06,2018,December,Prod052,"Own Brand",301964,161
2018-12-21,2018,December,Prod053,"Own Brand",650631,2492
2018-12-03,2018,December,Prod056,"Own Brand",58330,194
2018-12-14,2018,December,Prod057,"Own Brand",317496,633
2018-12-01,2018,December,Prod060,"Own Brand",563643,1237
2018-12-06,2018,December,Prod062,"Own Brand",81957,247
2018-12-04,2018,December,Prod065,"Own Brand",363639,1354
2018-12-03,2018,December,Prod085,"Own Brand",19444,4000
2018-12-17,2018,December,Prod088,"Own Brand",1074,33
2018-12-14,2018,December,Prod089,"Own Brand",6111,49
2018-12-19,2018,December,Prod090,"Own Brand",441605,8605
2018-12-14,2018,December,Prod091,"Own Brand",12732,216
2018-12-07,2018,December,Prod092,"Own Brand",1843,50
2018-12-17,2018,December,Prod093,"Own Brand",5509,67
2018-12-10,2018,December,Prod096,"Own Brand",1324,73
2018-12-27,2018,December,Prod098,"Own Brand",31415,220
2018-12-21,2018,December,Prod100,"Own Brand",39325,120
2018-12-17,2018,December,Prod102,"Own Brand",514447,481
2018-12-03,2018,December,Prod103,"Own Brand",34767,26
2018-12-03,2018,December,Prod104,"Own Brand",472,2
2018-12-14,2018,December,Prod106,"Own Brand",185191,168
2018-12-28,2018,December,Prod110,"Distribution",90940,68
2018-12-03,2018,December,Prod113,"Distribution",248680,759
2018-12-06,2018,December,Prod114,"Distribution",35325,120
2018-12-27,2018,December,Prod116,"Distribution",60720,193
2018-12-07,2018,December,Prod117,"Distribution",333579,1637
2018-12-18,2018,December,Prod118,"Distribution",2038,10
2018-12-03,2018,December,Prod119,"Distribution",40930,264
2018-12-01,2018,December,Prod120,"Distribution",57811,167
2018-12-13,2018,December,Prod122,"Own Brand",32076,137
2018-12-04,2018,December,Prod123,"Own Brand",249071,611
2018-12-03,2018,December,Prod126,"Own Brand",55299,244
2018-12-07,2018,December,Prod128,"Distribution",26787,41
2018-12-07,2018,December,Prod129,"Distribution",414981,1218
2018-12-14,2018,December,Prod131,"Distribution",46417,48
2018-12-07,2018,December,Prod133,"Own Brand",165775,252
2018-12-07,2018,December,Prod134,"Own Brand",76040,183
2018-12-13,2018,December,Prod135,"Own Brand",18223,101
2018-12-10,2018,December,Prod137,"Own Brand",10266,44
2018-12-07,2018,December,Prod139,"Own Brand",3547,17
2018-12-19,2018,December,Prod140,"Own Brand",4880,27
2018-12-28,2018,December,Prod148,"Own Brand",963,2
2018-12-03,2018,December,Prod149,"Own Brand",2128,6
2018-12-13,2018,December,Prod150,"Own Brand",33732,96
2018-12-14,2018,December,Prod152,"Own Brand",3223,6
2018-12-17,2018,December,Prod158,"Distribution",7546,7
2018-12-14,2018,December,Prod159,"Distribution",319722,307
2018-12-03,2018,December,Prod160,"Distribution",152195,135
2018-12-05,2018,December,Prod161,"Distribution",1632,8
2018-12-11,2018,December,Prod162,"Distribution",97,2
2018-12-17,2018,December,Prod166,"Own Brand",157184,212
2018-12-05,2018,December,Prod167,"Own Brand",32949,29
2018-12-12,2018,December,Prod170,"Own Brand",46,1
2018-12-10,2018,December,Prod176,"Distribution",26499,30
2018-12-11,2018,December,Prod199,"Own Brand",30694,100
2018-12-19,2018,December,Prod204,"Distribution",68777,65
2018-12-07,2018,December,Prod205,"Distribution",2597,3
2018-12-07,2018,December,Prod206,"Distribution",93601,82
2018-12-14,2018,December,Prod207,"Distribution",16515,13
2018-12-03,2018,December,Prod208,"Own Brand",2075,11
2018-12-14,2018,December,Prod209,"Own Brand",156666,392
2018-12-28,2018,December,Prod210,"Own Brand",96740,106
2018-12-07,2018,December,Prod212,"Own Brand",176944,183
2018-12-04,2018,December,Prod213,"Own Brand",50045,174
2018-12-07,2018,December,Prod214,"Own Brand",260820,204
2018-12-21,2018,December,Prod215,"Own Brand",210202,166
2018-12-04,2018,December,Prod216,"Own Brand",61084,135
2018-12-07,2018,December,Prod218,"Distribution",8282,44
2018-12-07,2018,December,Prod220,"Distribution",107218,136
2018-12-07,2018,December,Prod221,"Distribution",82046,212
2018-12-06,2018,December,Prod231,"Own Brand",3866,27
2018-12-03,2018,December,Prod232,"Own Brand",36955,451
2018-12-06,2018,December,Prod235,"Distribution",1931,14
2018-12-11,2018,December,Prod236,"Distribution",76963,828
2018-12-10,2018,December,Prod238,"Own Brand",42532,657
2018-12-14,2018,December,Prod239,"Own Brand",496256,7348
2018-12-03,2018,December,Prod241,"Own Brand",84011,1216
2018-12-19,2018,December,Prod242,"Own Brand",4551,40
2018-12-05,2018,December,Prod245,"Own Brand",404625,3325
2018-12-11,2018,December,Prod246,"Own Brand",132101,925
2018-12-03,2018,December,Prod249,"Distribution",13551,142
2018-12-12,2018,December,Prod250,"Distribution",14870,161
2018-12-05,2018,December,Prod251,"Distribution",56617,690
2018-12-12,2018,December,Prod252,"Distribution",211772,1164
2018-12-04,2018,December,Prod254,"Own Brand",66940,575
2018-12-13,2018,December,Prod255,"Own Brand",24477,164
2018-12-31,2018,December,Prod257,"Own Brand",7222,80
2018-12-14,2018,December,Prod258,"Own Brand",39726,326
2018-12-21,2018,December,Prod260,"Own Brand",104240,1147
2018-12-17,2018,December,Prod261,"Own Brand",155406,343
2018-12-03,2018,December,Prod263,"Distribution",8158,56
2018-12-18,2018,December,Prod264,"Distribution",5758,41
2018-12-03,2018,December,Prod265,"Distribution",10113,41
2018-12-07,2018,December,Prod267,"Distribution",76660,126
2018-12-13,2018,December,Prod268,"Own Brand",5403,7
2018-12-10,2018,December,Prod269,"Own Brand",14328,55
2018-12-03,2018,December,Prod270,"Own Brand",12875,51
2018-12-03,2018,December,Prod271,"Own Brand",74252,220
2018-12-11,2018,December,Prod272,"Own Brand",3573,11
2018-12-10,2018,December,Prod273,"Own Brand",5061,29
2018-12-10,2018,December,Prod274,"Own Brand",3089,15
2018-12-03,2018,December,Prod275,"Own Brand",16342,46
2018-12-27,2018,December,Prod276,"Own Brand",7951,29
2018-12-10,2018,December,Prod278,"Distribution",21944,56
2018-12-13,2018,December,Prod279,"Distribution",15003,51
2018-02-23,2018,February,Prod004,"Own Brand",10824,27
2018-02-12,2018,February,Prod006,"Own Brand",560,1
2018-02-16,2018,February,Prod011,"Own Brand",3579,3
2018-02-06,2018,February,Prod013,"Own Brand",169737,448
2018-02-22,2018,February,Prod016,"Own Brand",245,1
2018-02-01,2018,February,Prod017,"Own Brand",35047,19
2018-02-22,2018,February,Prod018,"Own Brand",74407,37
2018-02-02,2018,February,Prod019,"Own Brand",30068,47
2018-02-08,2018,February,Prod020,"Own Brand",22148,31
2018-02-12,2018,February,Prod021,"Own Brand",3435,2
2018-02-02,2018,February,Prod024,"Distribution",143833,71
2018-02-01,2018,February,Prod026,"Distribution",55454,100
2018-02-09,2018,February,Prod030,"Distribution",40227,82
2018-02-16,2018,February,Prod033,"Distribution",12712,4
